order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,payment_method,shipping_method,region,country,order_date,delivery_status,customer_rating,total_amount
ORD-003574,CUST-00351,PROD-0171,Tablet,Computing,4,617.73,25,Bank Transfer,Standard,North America,Brazil,2026-01-01 21:29:17.432637,In Transit,1,1853.19
ORD-003575,CUST-00912,PROD-0134,Smartphone,Electronics,6,967.55,5,Credit Card,Express,South America,UK,2025-11-23 21:29:17.432644,Processing,4,5515.03
ORD-003576,CUST-00288,PROD-0495,Webcam,Computing,3,1837.9,15,PayPal,Overnight,Asia,Japan,2025-04-24 21:29:17.432651,Processing,5,4686.65
ORD-003577,CUST-00288,PROD-0453,Headphones,Accessories,7,843.92,15,Bank Transfer,Standard,Asia,UK,2025-02-23 21:29:17.432658,Processing,5,5021.32
ORD-003578,CUST-00892,PROD-0427,Keyboard,Accessories,2,454.23,10,Bank Transfer,Express,Europe,USA,2025-12-02 21:29:17.432665,In Transit,5,817.61
ORD-003579,CUST-00226,PROD-0025,Chair,Computing,8,334.63,0,Bank Transfer,Overnight,South America,USA,2026-01-07 21:29:17.432671,Delivered,4,2677.04
ORD-003580,CUST-00523,PROD-0018,Monitor,Computing,7,919.46,15,Bank Transfer,Standard,North America,China,2025-05-29 21:29:17.432678,Delivered,5,5470.79
ORD-003581,CUST-00522,PROD-0190,Smartphone,Accessories,8,1603.35,10,Credit Card,Overnight,North America,India,2025-12-01 21:29:17.432695,Delivered,4,11544.12
ORD-003582,CUST-00783,PROD-0141,Keyboard,Computing,2,589.79,20,Bank Transfer,Express,North America,China,2025-07-26 21:29:17.432702,Delivered,5,943.66
ORD-003583,CUST-00273,PROD-0043,Webcam,Computing,3,1029.92,10,PayPal,Overnight,Asia,UK,2025-10-04 21:29:17.432708,Cancelled,4,2780.78
ORD-003584,CUST-00936,PROD-0334,Chair,Electronics,4,1209.99,5,Bank Transfer,Overnight,North America,France,2025-06-05 21:29:17.432716,Delivered,4,4597.96
ORD-003585,CUST-00402,PROD-0284,Tablet,Accessories,9,906.44,5,PayPal,Express,North America,UK,2025-11-07 21:29:17.432722,Cancelled,5,7750.06
ORD-003586,CUST-00183,PROD-0146,Webcam,Furniture,5,391.46,20,PayPal,Standard,Asia,France,2025-09-14 21:29:17.432729,In Transit,4,1565.84
ORD-003587,CUST-00969,PROD-0315,Headphones,Electronics,6,1844.27,0,Credit Card,Express,North America,India,2025-10-29 21:29:17.432736,Delivered,3,11065.62
ORD-003588,CUST-00665,PROD-0444,Mouse,Furniture,1,1135.24,25,Bank Transfer,Express,Europe,France,2025-03-20 21:29:17.432743,Delivered,4,851.43
ORD-003589,CUST-00488,PROD-0319,Mouse,Computing,4,1460.98,5,PayPal,Standard,Africa,Germany,2025-03-24 21:29:17.432750,Delivered,4,5551.72
ORD-003590,CUST-00827,PROD-0441,Tablet,Computing,4,1275.73,5,Bank Transfer,Standard,Europe,USA,2025-06-23 21:29:17.432796,Delivered,2,4847.77
ORD-003591,CUST-00846,PROD-0092,Mouse,Furniture,8,1996.12,10,Credit Card,Express,South America,Germany,2025-03-02 21:29:17.432807,In Transit,5,14372.06
ORD-003592,CUST-00124,PROD-0179,Mouse,Computing,8,918.06,10,Credit Card,Standard,Europe,USA,2025-07-27 21:29:17.432814,Cancelled,4,6610.03
ORD-003593,CUST-00985,PROD-0056,Keyboard,Computing,6,855.7,10,Bank Transfer,Standard,Europe,Germany,2025-06-10 21:29:17.432821,Delivered,4,4620.78
ORD-003594,CUST-00626,PROD-0155,Keyboard,Electronics,8,726.68,15,PayPal,Express,Asia,France,2025-03-15 21:29:17.432828,Delivered,5,4941.42
ORD-003595,CUST-00790,PROD-0160,Monitor,Furniture,9,729.64,20,Cash,Express,South America,Germany,2025-07-05 21:29:17.432834,Delivered,5,5253.41
ORD-003596,CUST-00414,PROD-0111,Desk,Electronics,5,558.78,0,Cash,Express,Europe,Japan,2025-02-15 21:29:17.432841,Delivered,5,2793.9
ORD-003597,CUST-00980,PROD-0137,Tablet,Furniture,1,1961.45,10,Credit Card,Express,Africa,Germany,2025-08-14 21:29:17.432848,In Transit,3,1765.3
ORD-003598,CUST-00725,PROD-0232,Mouse,Electronics,1,1742.86,0,PayPal,Overnight,Europe,China,2025-12-04 21:29:17.432855,Delivered,4,1742.86
ORD-003599,CUST-00172,PROD-0480,Monitor,Accessories,2,640.18,10,Cash,Overnight,North America,China,2025-12-22 21:29:17.432862,Delivered,3,1152.32
ORD-003600,CUST-00288,PROD-0468,Tablet,Accessories,2,617.41,5,PayPal,Standard,Asia,India,2025-07-12 21:29:17.432868,Delivered,5,1173.08
ORD-003601,CUST-00435,PROD-0220,Mouse,Furniture,5,216.03,0,Bank Transfer,Overnight,North America,Germany,2025-06-12 21:29:17.432875,Delivered,4,1080.15
ORD-003602,CUST-00686,PROD-0481,Smartphone,Accessories,7,1755.29,15,Credit Card,Overnight,South America,Germany,2025-12-02 21:29:17.432882,Delivered,5,10443.98
ORD-003603,CUST-00113,PROD-0068,Laptop,Electronics,7,749.81,10,Bank Transfer,Overnight,South America,Japan,2025-01-18 21:29:17.432889,Delivered,5,4723.8
ORD-003604,CUST-00888,PROD-0302,Smartphone,Furniture,4,1149.5,25,Bank Transfer,Standard,Asia,USA,2025-09-23 21:29:17.432896,Delivered,4,3448.5
ORD-003605,CUST-00917,PROD-0249,Chair,Accessories,4,1801.75,20,Bank Transfer,Overnight,Europe,Germany,2025-05-28 21:29:17.432903,Delivered,3,5765.6
ORD-003606,CUST-00995,PROD-0482,Tablet,Accessories,3,822.12,5,PayPal,Express,South America,USA,2025-09-26 21:29:17.432910,Delivered,4,2343.04
ORD-003607,CUST-00122,PROD-0496,Desk,Furniture,2,1615.67,10,Cash,Express,Africa,China,2025-08-29 21:29:17.432917,Delivered,1,2908.21
ORD-003608,CUST-00544,PROD-0323,Chair,Accessories,3,866.27,0,Bank Transfer,Standard,Asia,UK,2025-10-01 21:29:17.432923,Cancelled,5,2598.81
ORD-003609,CUST-00222,PROD-0410,Monitor,Accessories,8,1404.87,10,Credit Card,Standard,North America,France,2025-03-04 21:29:17.432930,In Transit,1,10115.06
ORD-003610,CUST-00631,PROD-0392,Monitor,Furniture,1,868.06,5,PayPal,Standard,Africa,UK,2025-08-27 21:29:17.432937,Delivered,4,824.66
ORD-003611,CUST-00039,PROD-0006,Mouse,Accessories,4,791.59,20,Cash,Overnight,Asia,Japan,2025-05-04 21:29:17.432949,In Transit,3,2533.09
ORD-003612,CUST-00497,PROD-0464,Chair,Accessories,7,1981.51,20,Bank Transfer,Standard,Africa,Japan,2025-01-30 21:29:17.432956,In Transit,1,11096.46
ORD-003613,CUST-00780,PROD-0280,Mouse,Accessories,5,1228.58,20,Credit Card,Standard,Asia,USA,2025-10-31 21:29:17.432963,Delivered,4,4914.32
ORD-003614,CUST-00233,PROD-0432,Tablet,Accessories,2,741.11,25,Bank Transfer,Standard,North America,USA,2025-05-26 21:29:17.432970,In Transit,4,1111.66
ORD-003615,CUST-00943,PROD-0487,Monitor,Computing,1,523.06,5,Cash,Express,Europe,Brazil,2025-06-16 21:29:17.432977,Delivered,2,496.91
ORD-003616,CUST-00530,PROD-0094,Laptop,Furniture,6,89.14,25,Cash,Standard,Asia,Brazil,2025-11-17 21:29:17.432984,In Transit,5,401.13
ORD-003617,CUST-00149,PROD-0429,Monitor,Computing,5,1416.07,25,Bank Transfer,Express,South America,Germany,2025-12-07 21:29:17.432990,Delivered,5,5310.26
ORD-003618,CUST-00397,PROD-0269,Keyboard,Computing,3,750.59,10,Bank Transfer,Express,North America,Brazil,2025-04-27 21:29:17.432997,Processing,5,2026.59
ORD-003619,CUST-00661,PROD-0197,Webcam,Electronics,9,1644.3,5,PayPal,Standard,North America,UK,2025-06-16 21:29:17.433004,Delivered,5,14058.76
ORD-003620,CUST-00638,PROD-0025,Desk,Computing,3,734.1,5,Cash,Standard,Africa,USA,2025-08-29 21:29:17.433011,Delivered,4,2092.18
ORD-003621,CUST-00904,PROD-0148,Chair,Computing,2,752.93,10,Cash,Overnight,South America,China,2025-04-07 21:29:17.433018,Delivered,5,1355.27
ORD-003622,CUST-00302,PROD-0118,Mouse,Electronics,5,1560.57,15,Bank Transfer,Standard,Africa,USA,2025-11-17 21:29:17.433025,Delivered,4,6632.42
ORD-003623,CUST-00360,PROD-0338,Webcam,Accessories,9,984.04,25,Credit Card,Standard,North America,Brazil,2025-04-16 21:29:17.433032,Delivered,4,6642.27
ORD-003624,CUST-00238,PROD-0367,Webcam,Accessories,8,1770.94,20,Bank Transfer,Standard,Asia,China,2025-11-22 21:29:17.433039,Delivered,4,11334.02
ORD-003625,CUST-00647,PROD-0338,Smartphone,Computing,6,1184.37,0,Bank Transfer,Standard,South America,USA,2025-06-22 21:29:17.433045,Delivered,4,7106.22
ORD-003626,CUST-00663,PROD-0066,Headphones,Electronics,3,488.88,25,Cash,Standard,North America,Brazil,2026-01-09 21:29:17.433052,Delivered,5,1099.98
ORD-003627,CUST-00236,PROD-0458,Smartphone,Accessories,6,1140.86,0,PayPal,Standard,South America,France,2025-02-25 21:29:17.433060,Delivered,4,6845.16
ORD-003628,CUST-00736,PROD-0301,Smartphone,Electronics,5,17.96,10,Bank Transfer,Overnight,Asia,USA,2025-09-29 21:29:17.433066,Delivered,4,80.82
ORD-003629,CUST-00203,PROD-0370,Desk,Furniture,1,631.67,0,Credit Card,Overnight,Europe,France,2025-05-16 21:29:17.433073,Delivered,4,631.67
ORD-003630,CUST-00256,PROD-0175,Keyboard,Furniture,5,423.83,15,Credit Card,Standard,Africa,Japan,2025-08-19 21:29:17.433080,Delivered,5,1801.28
ORD-003631,CUST-00598,PROD-0319,Monitor,Furniture,7,1311.83,5,Bank Transfer,Overnight,Africa,Germany,2025-07-19 21:29:17.433087,Delivered,3,8723.67
ORD-003632,CUST-00662,PROD-0076,Smartphone,Furniture,9,280.72,20,Credit Card,Express,North America,UK,2025-07-24 21:29:17.433094,Delivered,4,2021.18
ORD-003633,CUST-00235,PROD-0495,Tablet,Computing,1,587.29,0,Credit Card,Overnight,North America,USA,2025-02-25 21:29:17.433100,Delivered,5,587.29
ORD-003634,CUST-00345,PROD-0461,Monitor,Furniture,3,669.3,0,Bank Transfer,Express,Asia,France,2025-08-28 21:29:17.433107,Delivered,1,2007.9
ORD-003635,CUST-00534,PROD-0114,Keyboard,Furniture,8,16.55,10,Credit Card,Standard,North America,Brazil,2025-07-23 21:29:17.433114,Delivered,5,119.16
ORD-003636,CUST-00860,PROD-0111,Mouse,Electronics,6,103.07,10,Credit Card,Express,North America,USA,2025-05-06 21:29:17.433121,Delivered,5,556.58
ORD-003637,CUST-00797,PROD-0249,Headphones,Accessories,5,629.14,5,Bank Transfer,Standard,North America,India,2025-05-09 21:29:17.433128,Delivered,4,2988.41
ORD-003638,CUST-00781,PROD-0439,Monitor,Electronics,2,452.49,20,Cash,Overnight,South America,USA,2025-08-31 21:29:17.433134,Delivered,5,723.98
ORD-003639,CUST-00466,PROD-0203,Chair,Computing,3,242.64,0,PayPal,Express,South America,France,2025-12-23 21:29:17.433141,Delivered,5,727.92
ORD-003640,CUST-00770,PROD-0147,Desk,Furniture,2,316.78,5,PayPal,Express,Europe,USA,2025-12-07 21:29:17.433148,Processing,4,601.88
ORD-003641,CUST-00541,PROD-0035,Webcam,Accessories,1,1672.72,20,Cash,Express,South America,UK,2025-12-18 21:29:17.433154,In Transit,2,1338.18
ORD-003642,CUST-00213,PROD-0487,Mouse,Accessories,7,1369.81,5,Bank Transfer,Standard,Africa,China,2025-04-07 21:29:17.433161,Cancelled,5,9109.24
ORD-003643,CUST-00463,PROD-0309,Keyboard,Furniture,3,973.39,0,Cash,Standard,Europe,China,2025-04-10 21:29:17.433168,Delivered,3,2920.17
ORD-003644,CUST-00436,PROD-0026,Smartphone,Furniture,7,1818.66,10,PayPal,Overnight,North America,China,2025-09-16 21:29:17.433175,Delivered,4,11457.56
ORD-003645,CUST-00283,PROD-0238,Tablet,Computing,7,68.81,10,PayPal,Overnight,Africa,Brazil,2025-05-06 21:29:17.433182,Processing,5,433.5
ORD-003646,CUST-00562,PROD-0014,Tablet,Computing,8,696.42,10,PayPal,Standard,Europe,China,2025-01-20 21:29:17.433189,Delivered,4,5014.22
ORD-003647,CUST-00607,PROD-0374,Headphones,Furniture,1,1648.53,15,PayPal,Overnight,Europe,Japan,2025-11-10 21:29:17.433196,Delivered,5,1401.25
ORD-003648,CUST-00463,PROD-0045,Keyboard,Furniture,5,1260.3,5,Bank Transfer,Express,Africa,Germany,2025-11-01 21:29:17.433203,Delivered,4,5986.42
ORD-003649,CUST-00407,PROD-0428,Mouse,Furniture,9,1963.56,0,PayPal,Express,Europe,USA,2025-03-17 21:29:17.433209,Delivered,5,17672.04
ORD-003650,CUST-00088,PROD-0216,Chair,Furniture,7,1889.58,5,PayPal,Express,Africa,France,2025-03-03 21:29:17.433217,Delivered,3,12565.71
ORD-003651,CUST-00044,PROD-0233,Webcam,Accessories,1,348.19,10,Bank Transfer,Overnight,Europe,UK,2025-07-24 21:29:17.433224,In Transit,4,313.37
ORD-003652,CUST-00461,PROD-0193,Smartphone,Computing,8,1944.25,25,Cash,Express,Europe,USA,2025-04-29 21:29:17.433231,Cancelled,4,11665.5
ORD-003653,CUST-00278,PROD-0051,Desk,Furniture,3,1891.61,25,Bank Transfer,Express,Europe,Japan,2025-04-04 21:29:17.433237,Delivered,3,4256.12
ORD-003654,CUST-00683,PROD-0427,Laptop,Furniture,4,753.49,5,PayPal,Standard,Africa,Japan,2025-11-02 21:29:17.433244,In Transit,4,2863.26
ORD-003655,CUST-00421,PROD-0375,Laptop,Accessories,4,1965.93,20,Credit Card,Standard,Europe,France,2025-10-27 21:29:17.433251,Delivered,4,6290.98
ORD-003656,CUST-00701,PROD-0214,Smartphone,Electronics,8,81.33,25,Bank Transfer,Overnight,South America,India,2025-12-01 21:29:17.433258,Delivered,5,487.98
ORD-003657,CUST-00353,PROD-0151,Mouse,Furniture,1,1324.89,25,Bank Transfer,Standard,South America,India,2025-05-26 21:29:17.433265,Delivered,4,993.67
ORD-003658,CUST-00696,PROD-0440,Smartphone,Accessories,8,539.63,5,Cash,Overnight,South America,USA,2026-01-11 21:29:17.433271,Delivered,4,4101.19
ORD-003659,CUST-00515,PROD-0275,Keyboard,Accessories,9,267.63,15,PayPal,Overnight,South America,India,2025-10-27 21:29:17.433278,Delivered,4,2047.37
ORD-003660,CUST-00703,PROD-0338,Laptop,Electronics,9,1159.29,15,Credit Card,Standard,South America,China,2025-07-17 21:29:17.433285,Delivered,5,8868.57
ORD-003661,CUST-00630,PROD-0076,Headphones,Computing,5,619.64,10,Bank Transfer,Standard,North America,India,2025-08-28 21:29:17.433292,Delivered,5,2788.38
ORD-003662,CUST-00019,PROD-0439,Keyboard,Computing,4,1336.98,0,Bank Transfer,Overnight,Europe,India,2025-03-17 21:29:17.433301,Delivered,5,5347.92
ORD-003663,CUST-00023,PROD-0220,Laptop,Computing,4,1084.56,20,Bank Transfer,Overnight,Asia,USA,2026-01-07 21:29:17.433308,Processing,4,3470.59
ORD-003664,CUST-00413,PROD-0348,Chair,Furniture,9,791.25,0,Credit Card,Overnight,North America,USA,2025-02-24 21:29:17.433315,In Transit,4,7121.25
ORD-003665,CUST-00030,PROD-0444,Webcam,Computing,8,371.83,0,Bank Transfer,Express,Africa,Japan,2025-06-15 21:29:17.433322,Delivered,3,2974.64
ORD-003666,CUST-00807,PROD-0187,Tablet,Furniture,7,1206.49,20,Bank Transfer,Express,North America,USA,2026-01-13 21:29:17.433329,Delivered,5,6756.34
ORD-003667,CUST-00108,PROD-0289,Keyboard,Furniture,3,1660.17,15,Credit Card,Standard,Asia,China,2025-07-14 21:29:17.433337,Processing,4,4233.43
ORD-003668,CUST-00367,PROD-0403,Tablet,Accessories,4,1204.01,25,Bank Transfer,Express,North America,USA,2025-05-08 21:29:17.433344,In Transit,5,3612.03
ORD-003669,CUST-00281,PROD-0028,Tablet,Computing,9,1224.94,10,Credit Card,Express,Europe,Brazil,2025-06-13 21:29:17.433351,Delivered,3,9922.01
ORD-003670,CUST-00128,PROD-0379,Laptop,Computing,8,1028.56,5,Cash,Overnight,South America,Brazil,2025-10-29 21:29:17.433357,Delivered,4,7817.06
ORD-003671,CUST-00229,PROD-0180,Keyboard,Computing,1,782.6,15,Credit Card,Express,Europe,USA,2025-12-02 21:29:17.433364,Delivered,4,665.21
ORD-003672,CUST-00111,PROD-0253,Webcam,Furniture,3,920.34,10,Cash,Standard,North America,USA,2025-08-10 21:29:17.433371,Delivered,3,2484.92
ORD-003673,CUST-00136,PROD-0126,Chair,Furniture,2,1979.19,25,Credit Card,Express,Asia,China,2025-12-27 21:29:17.433377,In Transit,2,2968.78
ORD-003674,CUST-00362,PROD-0177,Monitor,Computing,2,1501.84,15,PayPal,Express,Africa,Brazil,2025-02-05 21:29:17.433384,Delivered,4,2553.13
ORD-003675,CUST-00186,PROD-0037,Headphones,Furniture,8,866.81,20,Bank Transfer,Express,Europe,India,2025-06-08 21:29:17.433391,Cancelled,4,5547.58
ORD-003676,CUST-00656,PROD-0410,Tablet,Furniture,6,920.02,0,Cash,Standard,Asia,China,2025-11-02 21:29:17.433398,Delivered,5,5520.12
ORD-003677,CUST-00584,PROD-0099,Webcam,Electronics,6,1004.27,20,Bank Transfer,Standard,Africa,France,2025-07-08 21:29:17.433405,Delivered,4,4820.5
ORD-003678,CUST-00129,PROD-0098,Desk,Electronics,4,1322.04,25,Bank Transfer,Overnight,South America,Japan,2025-01-16 21:29:17.433411,Delivered,4,3966.12
ORD-003679,CUST-00876,PROD-0127,Desk,Computing,1,937.26,5,Credit Card,Express,Europe,Germany,2025-04-27 21:29:17.433418,Delivered,4,890.4
ORD-003680,CUST-00261,PROD-0483,Monitor,Computing,7,1375.5,20,PayPal,Overnight,Europe,India,2025-08-23 21:29:17.433426,Delivered,4,7702.8
ORD-003681,CUST-00515,PROD-0168,Monitor,Electronics,8,665.08,25,Credit Card,Overnight,South America,Brazil,2025-09-07 21:29:17.433432,Delivered,2,3990.48
ORD-003682,CUST-00449,PROD-0080,Monitor,Furniture,2,827.17,0,Bank Transfer,Standard,South America,France,2025-04-11 21:29:17.433439,Cancelled,4,1654.34
ORD-003683,CUST-00900,PROD-0294,Headphones,Furniture,2,1729.47,15,Credit Card,Overnight,North America,China,2025-03-18 21:29:17.433446,Delivered,3,2940.1
ORD-003684,CUST-00104,PROD-0333,Headphones,Accessories,1,664.52,10,Cash,Express,Africa,USA,2025-07-08 21:29:17.433453,Delivered,4,598.07
ORD-003685,CUST-00483,PROD-0126,Chair,Computing,4,1929.23,25,PayPal,Overnight,Asia,Germany,2025-08-16 21:29:17.433460,Delivered,5,5787.69
ORD-003686,CUST-00224,PROD-0343,Tablet,Computing,6,353.28,25,Bank Transfer,Standard,South America,UK,2025-03-13 21:29:17.433466,Delivered,4,1589.76
ORD-003687,CUST-00832,PROD-0310,Mouse,Computing,5,490.94,5,Credit Card,Standard,North America,Germany,2025-10-11 21:29:17.433473,Delivered,3,2331.96
ORD-003688,CUST-00874,PROD-0150,Desk,Accessories,4,932.72,15,Cash,Standard,Africa,India,2025-12-07 21:29:17.433480,Delivered,3,3171.25
ORD-003689,CUST-00866,PROD-0016,Laptop,Accessories,4,1596.84,25,PayPal,Express,Africa,France,2025-08-11 21:29:17.433487,Delivered,1,4790.52
ORD-003690,CUST-00491,PROD-0028,Laptop,Furniture,7,1465.84,25,Credit Card,Overnight,Europe,Japan,2025-03-20 21:29:17.433494,Processing,4,7695.66
ORD-003691,CUST-00473,PROD-0496,Monitor,Electronics,7,357.19,10,Credit Card,Express,North America,France,2025-02-01 21:29:17.433503,Delivered,4,2250.3
ORD-003692,CUST-00010,PROD-0419,Smartphone,Electronics,2,481.0,0,Bank Transfer,Standard,North America,Japan,2025-12-03 21:29:17.433512,Delivered,3,962.0
ORD-003693,CUST-00405,PROD-0444,Desk,Electronics,7,1154.77,20,Cash,Express,Europe,Japan,2025-03-04 21:29:17.433519,Delivered,5,6466.71
ORD-003694,CUST-00896,PROD-0173,Mouse,Furniture,2,597.38,15,PayPal,Standard,Asia,China,2025-09-10 21:29:17.433526,Delivered,4,1015.55
ORD-003695,CUST-00302,PROD-0046,Mouse,Electronics,4,850.43,10,Credit Card,Express,South America,Japan,2025-03-07 21:29:17.433533,Delivered,5,3061.55
ORD-003696,CUST-00231,PROD-0328,Laptop,Accessories,1,978.32,10,PayPal,Express,Europe,UK,2025-10-29 21:29:17.433547,Delivered,5,880.49
ORD-003697,CUST-00731,PROD-0236,Smartphone,Accessories,5,1192.55,20,Cash,Overnight,South America,Germany,2025-10-10 21:29:17.433555,Delivered,5,4770.2
ORD-003698,CUST-00923,PROD-0439,Mouse,Computing,1,509.59,15,Bank Transfer,Overnight,North America,France,2025-04-26 21:29:17.433562,Delivered,5,433.15
ORD-003699,CUST-00066,PROD-0214,Desk,Electronics,4,334.65,15,Bank Transfer,Standard,Europe,France,2025-03-13 21:29:17.433570,Cancelled,1,1137.81
ORD-003700,CUST-00937,PROD-0085,Tablet,Accessories,9,803.14,0,Bank Transfer,Overnight,Asia,India,2025-06-03 21:29:17.433577,Delivered,2,7228.26
ORD-003701,CUST-00112,PROD-0282,Webcam,Computing,8,173.23,15,PayPal,Overnight,South America,Japan,2025-09-25 21:29:17.433584,Delivered,5,1177.96
ORD-003702,CUST-00013,PROD-0232,Smartphone,Electronics,6,1058.26,25,PayPal,Express,South America,China,2025-05-21 21:29:17.433591,Delivered,4,4762.17
ORD-003703,CUST-00393,PROD-0085,Mouse,Electronics,8,1680.81,20,Credit Card,Standard,South America,UK,2025-06-23 21:29:17.433597,Delivered,5,10757.18
ORD-003704,CUST-00500,PROD-0409,Smartphone,Accessories,5,246.76,15,Cash,Express,North America,UK,2025-04-01 21:29:17.433604,Delivered,3,1048.73
ORD-003705,CUST-00932,PROD-0489,Smartphone,Computing,7,234.33,0,Cash,Express,South America,USA,2025-04-26 21:29:17.433611,Delivered,3,1640.31
ORD-003706,CUST-00598,PROD-0065,Tablet,Computing,8,169.63,10,Cash,Overnight,Africa,India,2025-10-30 21:29:17.433618,Processing,4,1221.34
ORD-003707,CUST-00234,PROD-0134,Desk,Accessories,7,1697.24,25,PayPal,Overnight,South America,India,2025-08-24 21:29:17.433625,Delivered,4,8910.51
ORD-003708,CUST-00602,PROD-0151,Laptop,Accessories,4,170.6,15,Bank Transfer,Standard,North America,UK,2025-03-05 21:29:17.433631,Delivered,4,580.04
ORD-003709,CUST-00314,PROD-0115,Tablet,Accessories,5,1967.09,20,Cash,Overnight,Europe,Japan,2025-10-21 21:29:17.433639,Delivered,5,7868.36
ORD-003710,CUST-00566,PROD-0064,Mouse,Electronics,6,723.08,15,Credit Card,Express,South America,India,2025-05-07 21:29:17.433645,Delivered,1,3687.71
ORD-003711,CUST-00012,PROD-0343,Monitor,Accessories,6,664.24,5,PayPal,Overnight,South America,Japan,2025-02-15 21:29:17.433652,Delivered,4,3786.17
ORD-003712,CUST-00209,PROD-0427,Tablet,Accessories,9,192.35,0,Bank Transfer,Standard,Europe,Brazil,2025-05-27 21:29:17.433659,Cancelled,4,1731.15
ORD-003713,CUST-00974,PROD-0363,Monitor,Furniture,2,1175.43,10,Cash,Standard,Africa,Germany,2025-03-25 21:29:17.433666,In Transit,4,2115.77
ORD-003714,CUST-00014,PROD-0407,Keyboard,Accessories,6,1175.91,5,Bank Transfer,Express,North America,Japan,2025-03-01 21:29:17.433673,Cancelled,3,6702.69
ORD-003715,CUST-00633,PROD-0352,Laptop,Accessories,3,992.67,20,Credit Card,Express,Europe,Germany,2025-09-06 21:29:17.433680,Delivered,3,2382.41
ORD-003716,CUST-00418,PROD-0158,Desk,Electronics,2,628.93,15,Cash,Overnight,North America,India,2025-04-04 21:29:17.433693,Delivered,1,1069.18
ORD-003717,CUST-00437,PROD-0077,Webcam,Computing,6,743.48,0,Cash,Standard,Europe,UK,2025-03-03 21:29:17.433700,In Transit,5,4460.88
ORD-003718,CUST-00377,PROD-0491,Smartphone,Electronics,4,647.8,25,Bank Transfer,Express,Asia,USA,2025-12-16 21:29:17.433707,In Transit,5,1943.4
ORD-003719,CUST-00020,PROD-0146,Monitor,Furniture,5,858.03,15,PayPal,Overnight,Africa,Brazil,2025-05-31 21:29:17.433714,Delivered,5,3646.63
ORD-003720,CUST-00587,PROD-0343,Webcam,Accessories,5,690.16,15,Bank Transfer,Overnight,Asia,China,2025-03-26 21:29:17.433721,Cancelled,2,2933.18
ORD-003721,CUST-00912,PROD-0463,Webcam,Accessories,3,1354.28,15,Credit Card,Overnight,Europe,India,2026-01-07 21:29:17.433728,Processing,1,3453.41
ORD-003722,CUST-00755,PROD-0225,Monitor,Accessories,4,598.62,25,Bank Transfer,Express,Europe,France,2025-12-15 21:29:17.433735,Delivered,5,1795.86
ORD-003723,CUST-00735,PROD-0405,Webcam,Accessories,3,708.17,15,Bank Transfer,Express,North America,Japan,2025-06-13 21:29:17.433742,Delivered,5,1805.83
ORD-003724,CUST-00070,PROD-0313,Smartphone,Accessories,7,876.57,0,Cash,Overnight,Europe,UK,2025-09-21 21:29:17.433749,Delivered,4,6135.99
ORD-003725,CUST-00824,PROD-0103,Chair,Accessories,1,17.88,25,PayPal,Overnight,North America,India,2025-06-13 21:29:17.433788,Processing,4,13.41
ORD-003726,CUST-00211,PROD-0407,Keyboard,Furniture,6,989.24,25,PayPal,Express,North America,Japan,2025-08-03 21:29:17.433798,Delivered,4,4451.58
ORD-003727,CUST-00101,PROD-0347,Monitor,Accessories,4,519.08,5,PayPal,Standard,Europe,Germany,2025-07-28 21:29:17.433806,Delivered,3,1972.5
ORD-003728,CUST-00698,PROD-0301,Smartphone,Accessories,1,121.74,20,PayPal,Overnight,North America,UK,2025-06-07 21:29:17.433813,Delivered,5,97.39
ORD-003729,CUST-00132,PROD-0428,Laptop,Accessories,1,1822.93,25,Bank Transfer,Standard,Africa,France,2025-04-29 21:29:17.433820,Delivered,3,1367.2
ORD-003730,CUST-00623,PROD-0466,Monitor,Furniture,5,651.61,5,Cash,Standard,Asia,Germany,2025-06-16 21:29:17.433827,Delivered,4,3095.15
ORD-003731,CUST-00381,PROD-0088,Smartphone,Accessories,5,857.91,0,Cash,Express,Europe,UK,2025-04-28 21:29:17.433834,Delivered,5,4289.55
ORD-003732,CUST-00132,PROD-0371,Smartphone,Furniture,7,1656.41,20,PayPal,Express,North America,China,2025-03-18 21:29:17.433841,Delivered,1,9275.9
ORD-003733,CUST-00020,PROD-0303,Tablet,Electronics,4,341.91,25,Bank Transfer,Standard,North America,China,2025-02-17 21:29:17.433848,In Transit,5,1025.73
ORD-003734,CUST-00906,PROD-0168,Chair,Accessories,9,1702.11,10,PayPal,Express,North America,France,2025-09-06 21:29:17.433855,Delivered,5,13787.09
ORD-003735,CUST-00536,PROD-0435,Monitor,Computing,4,490.86,5,PayPal,Standard,North America,China,2025-10-01 21:29:17.433861,Delivered,2,1865.27
ORD-003736,CUST-00227,PROD-0170,Desk,Furniture,7,1182.19,0,Cash,Standard,Africa,Germany,2025-11-21 21:29:17.433868,Delivered,4,8275.33
ORD-003737,CUST-00154,PROD-0135,Smartphone,Electronics,5,1374.5,0,Cash,Express,Europe,France,2025-09-28 21:29:17.433875,Delivered,4,6872.5
ORD-003738,CUST-00805,PROD-0050,Keyboard,Furniture,5,1810.98,0,PayPal,Express,Europe,UK,2025-03-05 21:29:17.433882,In Transit,2,9054.9
ORD-003739,CUST-00742,PROD-0432,Tablet,Furniture,6,1219.2,20,Bank Transfer,Overnight,Africa,Germany,2025-03-31 21:29:17.433888,Delivered,5,5852.16
